member_name,member_start_date,member_end_date,political_party,administrative_region
καραγεωργοπουλου γεωργιου ελενη,2023-06-25,2023-11-13,πλευσης ελευθερια - ζωη κωνσταντοπουλου,α' ανατολικης αττικης
καραγιαννη σαββα χρυσουλα (χρυσα),2023-05-21,2023-05-29,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,δωδεκανησου
καραγιαννης κωνσταντινου ιωαννης,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,ιωαννινων
καραγιαννης κωνσταντινου ιωαννης,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,ιωαννινων
καραγιαννης βασιλειου δημητριος,2012-05-06,2012-05-19,κομμουνιστικο κομμα ελλαδας,λεσβου
αλιβιζατος παυλου πετρος-παυλος,2004-03-07,2007-08-18,νεα δημοκρατια,κεφαλληνιας
καραγιαννιδης γεωργιου χρηστος,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,δραμας
καραγιαννιδης γεωργιου χρηστος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,δραμας
καραγιαννιδης γεωργιου χρηστος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,δραμας
καραγκιοζοπουλος μιχαηλ αχιλλεας,1990-04-08,1993-09-11,νεα δημοκρατια,καβαλας
καραγκουνης ανδρεα κωνσταντινος,2009-10-04,2012-04-11,νεα δημοκρατια,αιτωλοακαρνανιας
καραγκουνης ανδρεα κωνσταντινος,2012-05-06,2012-05-19,νεα δημοκρατια,αιτωλοακαρνανιας
καραγκουνης ανδρεα κωνσταντινος,2012-06-17,2014-12-31,νεα δημοκρατια,αιτωλοακαρνανιας
καραγκουνης ανδρεα κωνσταντινος,2015-01-25,2015-08-28,νεα δημοκρατια,αιτωλοακαρνανιας
καραγκουνης ανδρεα κωνσταντινος,2015-09-20,2019-06-11,νεα δημοκρατια,αιτωλοακαρνανιας
καραγκουνης ανδρεα κωνσταντινος,2019-07-07,2023-04-22,νεα δημοκρατια,αιτωλοακαρνανιας
καραγκουνης ανδρεα κωνσταντινος,2023-05-21,2023-05-29,νεα δημοκρατια,αιτωλοακαρνανιας
καραγκουνης ανδρεα κωνσταντινος,2023-06-25,2023-11-13,νεα δημοκρατια,αιτωλοακαρνανιας
καραγκουνης βελισαριου ανδρεας,1989-06-18,1989-10-12,νεα δημοκρατια,αιτωλοακαρνανιας
καραγκουνης βελισαριου ανδρεας,1989-11-05,1990-03-12,νεα δημοκρατια,αιτωλοακαρνανιας
καραγκουνης βελισαριου ανδρεας,1990-04-08,1993-09-11,νεα δημοκρατια,αιτωλοακαρνανιας
καραγκουνης βελισαριου ανδρεας,1993-10-10,1996-08-24,νεα δημοκρατια,αιτωλοακαρνανιας
καραγκουνης βελισαριου ανδρεας,1996-09-22,2000-03-14,νεα δημοκρατια,αιτωλοακαρνανιας
καραγκουνης βελισαριου ανδρεας,2004-03-07,2007-08-18,νεα δημοκρατια,αιτωλοακαρνανιας
καραθανασοπουλος πετρου νικολαος,2007-09-16,2009-09-07,κομμουνιστικο κομμα ελλαδας,αχαιας
καραθανασοπουλος πετρου νικολαος,2009-10-04,2012-04-11,κομμουνιστικο κομμα ελλαδας,αχαιας
καραθανασοπουλος πετρου νικολαος,2012-05-06,2012-05-19,κομμουνιστικο κομμα ελλαδας,αχαιας
καραθανασοπουλος πετρου νικολαος,2012-06-17,2014-12-31,κομμουνιστικο κομμα ελλαδας,αχαιας
καραθανασοπουλος πετρου νικολαος,2015-01-25,2015-08-28,κομμουνιστικο κομμα ελλαδας,αχαιας
καραθανασοπουλος πετρου νικολαος,2015-09-20,2019-06-11,κομμουνιστικο κομμα ελλαδας,αχαιας
καραθανασοπουλος πετρου νικολαος,2019-07-07,2023-04-22,κομμουνιστικο κομμα ελλαδας,αχαιας
καραθανασοπουλος πετρου νικολαος,2023-05-21,2023-05-29,κομμουνιστικο κομμα ελλαδας,αχαιας
καραθανασοπουλος πετρου νικολαος,2023-06-25,2023-11-13,κομμουνιστικο κομμα ελλαδας,αχαιας
καρακωστα ελευθεριου ευαγγελια (ευη),2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,β' πειραιως
καρακωστα ελευθεριου ευαγγελια (ευη),2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,β' πειραιως
καρακωστας θεοδωρου ευαγγελος,2015-09-20,2019-06-11,λαικος συνδεσμος - χρυση αυγη,βοιωτιας
καραμανλη αρκαδιου αννα,2012-05-06,2012-05-19,νεα δημοκρατια,β' αθηνων
καραμανλη αρκαδιου αννα,2012-06-17,2014-12-31,νεα δημοκρατια,β' αθηνων
καραμανλη αρκαδιου αννα,2015-01-25,2015-08-28,νεα δημοκρατια,β' αθηνων
καραμανλη αρκαδιου αννα,2015-09-20,2019-06-11,νεα δημοκρατια,β' αθηνων
καραμανλη αρκαδιου αννα,2019-07-07,2023-04-22,νεα δημοκρατια,β3' νοτιου τομεα αθηνων
καραμανλη αρκαδιου αννα,2023-05-21,2023-05-29,νεα δημοκρατια,β3' νοτιου τομεα αθηνων
καραμανλη αρκαδιου αννα,2023-06-25,2023-11-13,νεα δημοκρατια,β3' νοτιου τομεα αθηνων
καραμανλης αλεξανδρου κωνσταντινος,1989-06-18,1989-10-12,νεα δημοκρατια,α' θεσσαλονικης
καραμανλης αλεξανδρου κωνσταντινος,1989-11-05,1990-03-12,νεα δημοκρατια,α' θεσσαλονικης
καραμανλης αλεξανδρου κωνσταντινος,1990-04-08,1993-09-11,νεα δημοκρατια,α' θεσσαλονικης
καραμανλης αλεξανδρου κωνσταντινος,1993-10-10,1996-08-24,νεα δημοκρατια,α' θεσσαλονικης
καραμανλης αλεξανδρου κωνσταντινος,1996-09-22,2000-03-14,νεα δημοκρατια,α' θεσσαλονικης
καραμανλης αλεξανδρου κωνσταντινος,2000-04-09,2004-02-11,νεα δημοκρατια,α' θεσσαλονικης
καραμανλης αλεξανδρου κωνσταντινος,2004-03-07,2007-08-18,νεα δημοκρατια,α' θεσσαλονικης
καραμανλης αλεξανδρου κωνσταντινος,2007-09-16,2009-09-07,νεα δημοκρατια,α' θεσσαλονικης
καραμανλης αλεξανδρου κωνσταντινος,2009-10-04,2012-04-11,νεα δημοκρατια,α' θεσσαλονικης
καραμανλης αλεξανδρου κωνσταντινος,2012-05-06,2012-05-19,νεα δημοκρατια,α' θεσσαλονικης
καραμανλης αλεξανδρου κωνσταντινος,2012-06-17,2014-12-31,νεα δημοκρατια,α' θεσσαλονικης
καραμανλης αλεξανδρου κωνσταντινος,2015-01-25,2015-08-28,νεα δημοκρατια,α' θεσσαλονικης
καραμανλης αλεξανδρου κωνσταντινος,2015-09-20,2019-06-11,νεα δημοκρατια,α' θεσσαλονικης
καραμανλης αλεξανδρου κωνσταντινος,2019-07-07,2023-04-22,νεα δημοκρατια,α' θεσσαλονικης
καραμανλης αχιλλεα κωνσταντινος,2015-01-25,2015-08-28,νεα δημοκρατια,σερρων
καραμανλης αχιλλεα κωνσταντινος,2015-09-20,2019-06-11,νεα δημοκρατια,σερρων
καραμανλης αχιλλεα κωνσταντινος,2019-07-07,2023-04-22,νεα δημοκρατια,σερρων
καραμανλης αχιλλεα κωνσταντινος,2023-05-21,2023-05-29,νεα δημοκρατια,σερρων
καραμανλης αχιλλεα κωνσταντινος,2023-06-25,2023-11-13,νεα δημοκρατια,σερρων
καραμανλης γεωργιου αχιλλευς,1989-01-01,1989-06-02,νεα δημοκρατια,σερρων
καραμανλης γεωργιου αχιλλευς,1989-06-18,1989-10-12,νεα δημοκρατια,σερρων
καραμανλης γεωργιου αχιλλευς,1989-11-05,1990-03-12,νεα δημοκρατια,σερρων
καραμανλης γεωργιου αχιλλευς,1990-04-08,1993-09-11,νεα δημοκρατια,σερρων
καραμανλης γεωργιου αχιλλευς,1993-10-10,1996-08-24,νεα δημοκρατια,σερρων
καραμανλης γεωργιου αχιλλευς,1996-09-22,2000-03-14,νεα δημοκρατια,σερρων
καραμανλης γεωργιου αχιλλευς,2000-04-09,2004-02-11,νεα δημοκρατια,σερρων
καραμανλης γεωργιου αχιλλευς,2004-03-07,2005-11-04,νεα δημοκρατια,σερρων
καραμανλης γεωργιου αχιλλευς,2007-09-16,2009-09-07,νεα δημοκρατια,σερρων
καραμαριος εμμανουηλ αναστασιος,1989-06-18,1989-10-12,νεα δημοκρατια,δωδεκανησου
καραμαριος εμμανουηλ αναστασιος,1989-11-05,1990-03-12,νεα δημοκρατια,δωδεκανησου
καραμαριος εμμανουηλ αναστασιος,1990-04-08,1993-09-11,νεα δημοκρατια,δωδεκανησου
καραμαριος εμμανουηλ αναστασιος,1996-09-22,2000-03-14,νεα δημοκρατια,δωδεκανησου
καραμαριος εμμανουηλ αναστασιος,2004-03-07,2007-08-18,νεα δημοκρατια,δωδεκανησου
καραμαριος εμμανουηλ αναστασιος,2007-09-16,2009-09-07,νεα δημοκρατια,δωδεκανησου
καραμερος παναγιωτη γεωργιος,2023-05-21,2023-05-29,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,α' ανατολικης αττικης
καραμερος παναγιωτη γεωργιος,2023-06-25,2023-11-13,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,α' ανατολικης αττικης
καραμπατσωλη θεοδωρου κωνσταντινα,2023-06-25,2023-11-13,νεα δημοκρατια,ευβοιας
